qualtrics_id,sub_type,item_number,rev_scoring,response,scored_response
R_stJitSzH6fcoJQl,RE,9,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,RA,10,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,RE,10,NA,3,3
R_stJitSzH6fcoJQl,EE,1,NA,2,2
R_stJitSzH6fcoJQl,EA,1,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,EA,2,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EA,3,NA,2,2
R_stJitSzH6fcoJQl,EE,2,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EE,3,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EA,4,NA,4,4
R_stJitSzH6fcoJQl,EA,5,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EA,6,neg,3,3
R_stJitSzH6fcoJQl,EE,4,neg,3,3
R_stJitSzH6fcoJQl,EE,5,NA,4,4
R_stJitSzH6fcoJQl,EE,6,neg,Strongly Agree,1
R_stJitSzH6fcoJQl,EE,7,neg,3,3
R_stJitSzH6fcoJQl,EE,8,neg,2,4
R_stJitSzH6fcoJQl,EA,7,NA,Strongly Agree,5
R_stJitSzH6fcoJQl,EE,9,neg,4,2
R_stJitSzH6fcoJQl,EA,8,neg,Strongly Disagree,5
R_stJitSzH6fcoJQl,EE,10,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EA,9,NA,Strongly Disagree,1
R_stJitSzH6fcoJQl,EA,10,neg,Strongly Agree,1
R_3KGtFOTeQp59TIC,RE,1,neg,2,4
R_3KGtFOTeQp59TIC,RA,1,neg,2,4
R_3KGtFOTeQp59TIC,RE,2,NA,4,4
R_3KGtFOTeQp59TIC,RA,2,neg,2,4
R_3KGtFOTeQp59TIC,RE,3,neg,Strongly Disagree,5
R_3KGtFOTeQp59TIC,RE,4,NA,3,3
R_3KGtFOTeQp59TIC,RE,5,neg,2,4
R_3KGtFOTeQp59TIC,RA,3,neg,3,3
R_3KGtFOTeQp59TIC,RA,4,neg,2,4
R_3KGtFOTeQp59TIC,RE,6,NA,3,3
R_3KGtFOTeQp59TIC,RE,7,neg,2,4
R_3KGtFOTeQp59TIC,RA,5,neg,3,3
R_3KGtFOTeQp59TIC,RA,6,NA,4,4
R_3KGtFOTeQp59TIC,RA,7,NA,4,4
R_3KGtFOTeQp59TIC,RE,8,NA,3,3
R_3KGtFOTeQp59TIC,RA,8,NA,4,4
R_3KGtFOTeQp59TIC,RA,9,NA,4,4
R_3KGtFOTeQp59TIC,RE,9,neg,3,3
R_3KGtFOTeQp59TIC,RA,10,NA,3,3
R_3KGtFOTeQp59TIC,RE,10,NA,4,4
R_3KGtFOTeQp59TIC,EE,1,NA,3,3
R_3KGtFOTeQp59TIC,EA,1,neg,4,2
R_3KGtFOTeQp59TIC,EA,2,NA,3,3
R_3KGtFOTeQp59TIC,EA,3,NA,3,3
R_3KGtFOTeQp59TIC,EE,2,NA,3,3
R_3KGtFOTeQp59TIC,EE,3,NA,3,3
R_3KGtFOTeQp59TIC,EA,4,NA,3,3
R_3KGtFOTeQp59TIC,EA,5,NA,3,3
R_3KGtFOTeQp59TIC,EA,6,neg,2,4
R_3KGtFOTeQp59TIC,EE,4,neg,2,4
R_3KGtFOTeQp59TIC,EE,5,NA,3,3
R_3KGtFOTeQp59TIC,EE,6,neg,3,3
R_3KGtFOTeQp59TIC,EE,7,neg,3,3
R_3KGtFOTeQp59TIC,EE,8,neg,3,3
R_3KGtFOTeQp59TIC,EA,7,NA,4,4
R_3KGtFOTeQp59TIC,EE,9,neg,2,4
R_3KGtFOTeQp59TIC,EA,8,neg,2,4
R_3KGtFOTeQp59TIC,EE,10,NA,3,3
R_3KGtFOTeQp59TIC,EA,9,NA,4,4
R_3KGtFOTeQp59TIC,EA,10,neg,2,4
R_2BmMaK6qZ72JwUo,RE,1,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RA,1,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RE,2,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RA,2,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,RE,3,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RE,4,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RE,5,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,RA,3,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RA,4,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,RE,6,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RE,7,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RA,5,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RA,6,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RA,7,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RE,8,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RA,8,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RA,9,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RE,9,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,RA,10,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,RE,10,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EE,1,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,1,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,EA,2,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,3,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EE,2,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EE,3,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,4,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,5,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,6,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,EE,4,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,EE,5,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EE,6,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,EE,7,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,EE,8,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,EA,7,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EE,9,neg,Strongly Agree,1
R_2BmMaK6qZ72JwUo,EA,8,neg,Strongly Disagree,5
R_2BmMaK6qZ72JwUo,EE,10,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,9,NA,Strongly Agree,5
R_2BmMaK6qZ72JwUo,EA,10,neg,Strongly Disagree,5
R_3MGMh9Sgp0iytxz,RE,1,neg,2,4
R_3MGMh9Sgp0iytxz,RA,1,neg,2,4
R_3MGMh9Sgp0iytxz,RE,2,NA,4,4
R_3MGMh9Sgp0iytxz,RA,2,neg,2,4
R_3MGMh9Sgp0iytxz,RE,3,neg,2,4
R_3MGMh9Sgp0iytxz,RE,4,NA,4,4
R_3MGMh9Sgp0iytxz,RE,5,neg,2,4
R_3MGMh9Sgp0iytxz,RA,3,neg,2,4
R_3MGMh9Sgp0iytxz,RA,4,neg,2,4
R_3MGMh9Sgp0iytxz,RE,6,NA,4,4
R_3MGMh9Sgp0iytxz,RE,7,neg,3,3
R_3MGMh9Sgp0iytxz,RA,5,neg,3,3
R_3MGMh9Sgp0iytxz,RA,6,NA,4,4
R_3MGMh9Sgp0iytxz,RA,7,NA,4,4
R_3MGMh9Sgp0iytxz,RE,8,NA,3,3
R_3MGMh9Sgp0iytxz,RA,8,NA,4,4
R_3MGMh9Sgp0iytxz,RA,9,NA,4,4
R_3MGMh9Sgp0iytxz,RE,9,neg,2,4
R_3MGMh9Sgp0iytxz,RA,10,NA,4,4
R_3MGMh9Sgp0iytxz,RE,10,NA,4,4
R_3MGMh9Sgp0iytxz,EE,1,NA,3,3
R_3MGMh9Sgp0iytxz,EA,1,neg,2,4
R_3MGMh9Sgp0iytxz,EA,2,NA,3,3
R_3MGMh9Sgp0iytxz,EA,3,NA,3,3
R_3MGMh9Sgp0iytxz,EE,2,NA,3,3
R_3MGMh9Sgp0iytxz,EE,3,NA,3,3
R_3MGMh9Sgp0iytxz,EA,4,NA,3,3
R_3MGMh9Sgp0iytxz,EA,5,NA,3,3
R_3MGMh9Sgp0iytxz,EA,6,neg,3,3
R_3MGMh9Sgp0iytxz,EE,4,neg,4,2
R_3MGMh9Sgp0iytxz,EE,5,NA,4,4
R_3MGMh9Sgp0iytxz,EE,6,neg,4,2
R_3MGMh9Sgp0iytxz,EE,7,neg,4,2
R_3MGMh9Sgp0iytxz,EE,8,neg,4,2
R_3MGMh9Sgp0iytxz,EA,7,NA,4,4
R_3MGMh9Sgp0iytxz,EE,9,neg,4,2
R_3MGMh9Sgp0iytxz,EA,8,neg,3,3
R_3MGMh9Sgp0iytxz,EE,10,NA,2,2
R_3MGMh9Sgp0iytxz,EA,9,NA,2,2
R_3MGMh9Sgp0iytxz,EA,10,neg,3,3
R_3nNkwMznbY5izlu,RE,1,neg,Strongly Disagree,5
R_3nNkwMznbY5izlu,RA,1,neg,2,4
R_3nNkwMznbY5izlu,RE,2,NA,Strongly Agree,5
R_3nNkwMznbY5izlu,RA,2,neg,Strongly Disagree,5
R_3nNkwMznbY5izlu,RE,3,neg,Strongly Disagree,5
R_3nNkwMznbY5izlu,RE,4,NA,4,4
R_3nNkwMznbY5izlu,RE,5,neg,2,4
R_3nNkwMznbY5izlu,RA,3,neg,Strongly Disagree,5
R_3nNkwMznbY5izlu,RA,4,neg,2,4
R_3nNkwMznbY5izlu,RE,6,NA,3,3
R_3nNkwMznbY5izlu,RE,7,neg,4,2
R_3nNkwMznbY5izlu,RA,5,neg,3,3
R_3nNkwMznbY5izlu,RA,6,NA,3,3
R_3nNkwMznbY5izlu,RA,7,NA,3,3
R_3nNkwMznbY5izlu,RE,8,NA,4,4
R_3nNkwMznbY5izlu,RA,8,NA,Strongly Agree,5
R_3nNkwMznbY5izlu,RA,9,NA,4,4
R_3nNkwMznbY5izlu,RE,9,neg,2,4
R_3nNkwMznbY5izlu,RA,10,NA,4,4
R_3nNkwMznbY5izlu,RE,10,NA,Strongly Agree,5
R_3nNkwMznbY5izlu,EE,1,NA,3,3
R_3nNkwMznbY5izlu,EA,1,neg,2,4
R_3nNkwMznbY5izlu,EA,2,NA,3,3
R_3nNkwMznbY5izlu,EA,3,NA,3,3
R_3nNkwMznbY5izlu,EE,2,NA,4,4
R_3nNkwMznbY5izlu,EE,3,NA,3,3
R_3nNkwMznbY5izlu,EA,4,NA,4,4
R_3nNkwMznbY5izlu,EA,5,NA,4,4
R_3nNkwMznbY5izlu,EA,6,neg,3,3
R_3nNkwMznbY5izlu,EE,4,neg,4,2
R_3nNkwMznbY5izlu,EE,5,NA,4,4
R_3nNkwMznbY5izlu,EE,6,neg,2,4
R_3nNkwMznbY5izlu,EE,7,neg,3,3
R_3nNkwMznbY5izlu,EE,8,neg,2,4
R_3nNkwMznbY5izlu,EA,7,NA,3,3
R_3nNkwMznbY5izlu,EE,9,neg,3,3
R_3nNkwMznbY5izlu,EA,8,neg,3,3
R_3nNkwMznbY5izlu,EE,10,NA,3,3
R_3nNkwMznbY5izlu,EA,9,NA,3,3
R_3nNkwMznbY5izlu,EA,10,neg,3,3
R_3CEjKH1BmzA1CDY,RE,1,neg,2,4
R_3CEjKH1BmzA1CDY,RA,1,neg,2,4
R_3CEjKH1BmzA1CDY,RE,2,NA,4,4
R_3CEjKH1BmzA1CDY,RA,2,neg,2,4
R_3CEjKH1BmzA1CDY,RE,3,neg,2,4
R_3CEjKH1BmzA1CDY,RE,4,NA,4,4
R_3CEjKH1BmzA1CDY,RE,5,neg,2,4
R_3CEjKH1BmzA1CDY,RA,3,neg,2,4
R_3CEjKH1BmzA1CDY,RA,4,neg,2,4
R_3CEjKH1BmzA1CDY,RE,6,NA,4,4
R_3CEjKH1BmzA1CDY,RE,7,neg,3,3
R_3CEjKH1BmzA1CDY,RA,5,neg,2,4
R_3CEjKH1BmzA1CDY,RA,6,NA,4,4
R_3CEjKH1BmzA1CDY,RA,7,NA,4,4
R_3CEjKH1BmzA1CDY,RE,8,NA,3,3
R_3CEjKH1BmzA1CDY,RA,8,NA,4,4
R_3CEjKH1BmzA1CDY,RA,9,NA,3,3
R_3CEjKH1BmzA1CDY,RE,9,neg,2,4
R_3CEjKH1BmzA1CDY,RA,10,NA,4,4
R_3CEjKH1BmzA1CDY,RE,10,NA,4,4
R_3CEjKH1BmzA1CDY,EE,1,NA,4,4
R_3CEjKH1BmzA1CDY,EA,1,neg,2,4
R_3CEjKH1BmzA1CDY,EA,2,NA,4,4
R_3CEjKH1BmzA1CDY,EA,3,NA,4,4
R_3CEjKH1BmzA1CDY,EE,2,NA,4,4
R_3CEjKH1BmzA1CDY,EE,3,NA,4,4
R_3CEjKH1BmzA1CDY,EA,4,NA,4,4
R_3CEjKH1BmzA1CDY,EA,5,NA,4,4
R_3CEjKH1BmzA1CDY,EA,6,neg,2,4
R_3CEjKH1BmzA1CDY,EE,4,neg,2,4
R_3CEjKH1BmzA1CDY,EE,5,NA,4,4
R_3CEjKH1BmzA1CDY,EE,6,neg,2,4
R_3CEjKH1BmzA1CDY,EE,7,neg,3,3
R_3CEjKH1BmzA1CDY,EE,8,neg,2,4
R_3CEjKH1BmzA1CDY,EA,7,NA,4,4
R_3CEjKH1BmzA1CDY,EE,9,neg,2,4
R_3CEjKH1BmzA1CDY,EA,8,neg,2,4
R_3CEjKH1BmzA1CDY,EE,10,NA,4,4
R_3CEjKH1BmzA1CDY,EA,9,NA,4,4
R_3CEjKH1BmzA1CDY,EA,10,neg,2,4
R_1megTnQP8WMXclK,RE,1,neg,3,3
R_1megTnQP8WMXclK,RA,1,neg,3,3
R_1megTnQP8WMXclK,RE,2,NA,3,3
R_1megTnQP8WMXclK,RA,2,neg,3,3
R_1megTnQP8WMXclK,RE,3,neg,3,3
R_1megTnQP8WMXclK,RE,4,NA,3,3
R_1megTnQP8WMXclK,RE,5,neg,3,3
R_1megTnQP8WMXclK,RA,3,neg,3,3
R_1megTnQP8WMXclK,RA,4,neg,3,3
R_1megTnQP8WMXclK,RE,6,NA,2,2
R_1megTnQP8WMXclK,RE,7,neg,3,3
R_1megTnQP8WMXclK,RA,5,neg,4,2
R_1megTnQP8WMXclK,RA,6,NA,3,3
R_1megTnQP8WMXclK,RA,7,NA,3,3
R_1megTnQP8WMXclK,RE,8,NA,3,3
R_1megTnQP8WMXclK,RA,8,NA,3,3
R_1megTnQP8WMXclK,RA,9,NA,3,3
R_1megTnQP8WMXclK,RE,9,neg,3,3
R_1megTnQP8WMXclK,RA,10,NA,3,3
R_1megTnQP8WMXclK,RE,10,NA,3,3
R_1megTnQP8WMXclK,EE,1,NA,3,3
R_1megTnQP8WMXclK,EA,1,neg,3,3
R_1megTnQP8WMXclK,EA,2,NA,3,3
R_1megTnQP8WMXclK,EA,3,NA,3,3
R_1megTnQP8WMXclK,EE,2,NA,3,3
R_1megTnQP8WMXclK,EE,3,NA,3,3
R_1megTnQP8WMXclK,EA,4,NA,3,3
R_1megTnQP8WMXclK,EA,5,NA,3,3
R_1megTnQP8WMXclK,EA,6,neg,3,3
R_1megTnQP8WMXclK,EE,4,neg,3,3
R_1megTnQP8WMXclK,EE,5,NA,3,3
R_1megTnQP8WMXclK,EE,6,neg,3,3
R_1megTnQP8WMXclK,EE,7,neg,4,2
R_1megTnQP8WMXclK,EE,8,neg,2,4
R_1megTnQP8WMXclK,EA,7,NA,3,3
R_1megTnQP8WMXclK,EE,9,neg,3,3
R_1megTnQP8WMXclK,EA,8,neg,3,3
R_1megTnQP8WMXclK,EE,10,NA,3,3
R_1megTnQP8WMXclK,EA,9,NA,2,2
R_1megTnQP8WMXclK,EA,10,neg,4,2
R_OcAp18mvbm16c3T,RE,1,neg,3,3
R_OcAp18mvbm16c3T,RA,1,neg,4,2
R_OcAp18mvbm16c3T,RE,2,NA,3,3
R_OcAp18mvbm16c3T,RA,2,neg,4,2
R_OcAp18mvbm16c3T,RE,3,neg,2,4
R_OcAp18mvbm16c3T,RE,4,NA,3,3
R_OcAp18mvbm16c3T,RE,5,neg,3,3
R_OcAp18mvbm16c3T,RA,3,neg,Strongly Agree,1
R_OcAp18mvbm16c3T,RA,4,neg,4,2
R_OcAp18mvbm16c3T,RE,6,NA,2,2
R_OcAp18mvbm16c3T,RE,7,neg,4,2
R_OcAp18mvbm16c3T,RA,5,neg,2,4
R_OcAp18mvbm16c3T,RA,6,NA,2,2
R_OcAp18mvbm16c3T,RA,7,NA,3,3
R_OcAp18mvbm16c3T,RE,8,NA,Strongly Disagree,1
R_OcAp18mvbm16c3T,RA,8,NA,4,4
R_OcAp18mvbm16c3T,RA,9,NA,4,4
R_OcAp18mvbm16c3T,RE,9,neg,4,2
R_OcAp18mvbm16c3T,RA,10,NA,4,4
R_OcAp18mvbm16c3T,RE,10,NA,2,2
R_OcAp18mvbm16c3T,EE,1,NA,3,3
R_OcAp18mvbm16c3T,EA,1,neg,3,3
R_OcAp18mvbm16c3T,EA,2,NA,2,2
R_OcAp18mvbm16c3T,EA,3,NA,3,3
R_OcAp18mvbm16c3T,EE,2,NA,2,2
R_OcAp18mvbm16c3T,EE,3,NA,3,3
R_OcAp18mvbm16c3T,EA,4,NA,4,4
R_OcAp18mvbm16c3T,EA,5,NA,4,4
R_OcAp18mvbm16c3T,EA,6,neg,4,2
R_OcAp18mvbm16c3T,EE,4,neg,3,3
R_OcAp18mvbm16c3T,EE,5,NA,3,3
R_OcAp18mvbm16c3T,EE,6,neg,4,2
R_OcAp18mvbm16c3T,EE,7,neg,4,2
R_OcAp18mvbm16c3T,EE,8,neg,2,4
R_OcAp18mvbm16c3T,EA,7,NA,3,3
R_OcAp18mvbm16c3T,EE,9,neg,4,2
R_OcAp18mvbm16c3T,EA,8,neg,3,3
R_OcAp18mvbm16c3T,EE,10,NA,4,4
R_OcAp18mvbm16c3T,EA,9,NA,3,3
R_OcAp18mvbm16c3T,EA,10,neg,4,2
R_1jwVt6I2kp6hzC1,RE,1,neg,2,4
R_1jwVt6I2kp6hzC1,RA,1,neg,3,3
R_1jwVt6I2kp6hzC1,RE,2,NA,3,3
R_1jwVt6I2kp6hzC1,RA,2,neg,3,3
R_1jwVt6I2kp6hzC1,RE,3,neg,3,3
R_1jwVt6I2kp6hzC1,RE,4,NA,3,3
R_1jwVt6I2kp6hzC1,RE,5,neg,2,4
R_1jwVt6I2kp6hzC1,RA,3,neg,2,4
R_1jwVt6I2kp6hzC1,RA,4,neg,3,3
R_1jwVt6I2kp6hzC1,RE,6,NA,2,2
R_1jwVt6I2kp6hzC1,RE,7,neg,2,4
R_1jwVt6I2kp6hzC1,RA,5,neg,4,2
R_1jwVt6I2kp6hzC1,RA,6,NA,3,3
R_1jwVt6I2kp6hzC1,RA,7,NA,3,3
R_1jwVt6I2kp6hzC1,RE,8,NA,3,3
R_1jwVt6I2kp6hzC1,RA,8,NA,3,3
R_1jwVt6I2kp6hzC1,RA,9,NA,3,3
R_1jwVt6I2kp6hzC1,RE,9,neg,4,2
R_1jwVt6I2kp6hzC1,RA,10,NA,3,3
R_1jwVt6I2kp6hzC1,RE,10,NA,3,3
R_1jwVt6I2kp6hzC1,EE,1,NA,2,2
R_1jwVt6I2kp6hzC1,EA,1,neg,2,4
R_1jwVt6I2kp6hzC1,EA,2,NA,2,2
R_1jwVt6I2kp6hzC1,EA,3,NA,3,3
R_1jwVt6I2kp6hzC1,EE,2,NA,3,3
R_1jwVt6I2kp6hzC1,EE,3,NA,4,4
R_1jwVt6I2kp6hzC1,EA,4,NA,4,4
R_1jwVt6I2kp6hzC1,EA,5,NA,3,3
R_1jwVt6I2kp6hzC1,EA,6,neg,4,2
R_1jwVt6I2kp6hzC1,EE,4,neg,4,2
R_1jwVt6I2kp6hzC1,EE,5,NA,3,3
R_1jwVt6I2kp6hzC1,EE,6,neg,4,2
R_1jwVt6I2kp6hzC1,EE,7,neg,4,2
R_1jwVt6I2kp6hzC1,EE,8,neg,2,4
R_1jwVt6I2kp6hzC1,EA,7,NA,Strongly Disagree,1
R_1jwVt6I2kp6hzC1,EE,9,neg,Strongly Agree,1
R_1jwVt6I2kp6hzC1,EA,8,neg,3,3
R_1jwVt6I2kp6hzC1,EE,10,NA,3,3
R_1jwVt6I2kp6hzC1,EA,9,NA,4,4
R_1jwVt6I2kp6hzC1,EA,10,neg,Strongly Agree,1
R_0V8O8mrLiHO3Ghj,RE,1,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RA,1,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RE,2,NA,4,4
R_0V8O8mrLiHO3Ghj,RA,2,neg,2,4
R_0V8O8mrLiHO3Ghj,RE,3,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RE,4,NA,4,4
R_0V8O8mrLiHO3Ghj,RE,5,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RA,3,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RA,4,neg,Strongly Disagree,5
R_0V8O8mrLiHO3Ghj,RE,6,NA,4,4
R_0V8O8mrLiHO3Ghj,RE,7,neg,4,2
R_0V8O8mrLiHO3Ghj,RA,5,neg,2,4
R_0V8O8mrLiHO3Ghj,RA,6,NA,3,3
R_0V8O8mrLiHO3Ghj,RA,7,NA,4,4
R_0V8O8mrLiHO3Ghj,RE,8,NA,4,4
R_0V8O8mrLiHO3Ghj,RA,8,NA,4,4
R_0V8O8mrLiHO3Ghj,RA,9,NA,4,4
R_0V8O8mrLiHO3Ghj,RE,9,neg,2,4
R_0V8O8mrLiHO3Ghj,RA,10,NA,4,4
R_0V8O8mrLiHO3Ghj,RE,10,NA,Strongly Agree,5
R_0V8O8mrLiHO3Ghj,EE,1,NA,4,4
R_0V8O8mrLiHO3Ghj,EA,1,neg,2,4
R_0V8O8mrLiHO3Ghj,EA,2,NA,Strongly Disagree,1
R_0V8O8mrLiHO3Ghj,EA,3,NA,2,2
R_0V8O8mrLiHO3Ghj,EE,2,NA,Strongly Disagree,1
R_0V8O8mrLiHO3Ghj,EE,3,NA,2,2
R_0V8O8mrLiHO3Ghj,EA,4,NA,2,2
R_0V8O8mrLiHO3Ghj,EA,5,NA,2,2
R_0V8O8mrLiHO3Ghj,EA,6,neg,4,2
R_0V8O8mrLiHO3Ghj,EE,4,neg,Strongly Agree,1
R_0V8O8mrLiHO3Ghj,EE,5,NA,2,2
R_0V8O8mrLiHO3Ghj,EE,6,neg,4,2
R_0V8O8mrLiHO3Ghj,EE,7,neg,4,2
R_0V8O8mrLiHO3Ghj,EE,8,neg,4,2
R_0V8O8mrLiHO3Ghj,EA,7,NA,2,2
R_0V8O8mrLiHO3Ghj,EE,9,neg,2,4
R_0V8O8mrLiHO3Ghj,EA,8,neg,3,3
R_0V8O8mrLiHO3Ghj,EE,10,NA,2,2
R_0V8O8mrLiHO3Ghj,EA,9,NA,2,2
R_0V8O8mrLiHO3Ghj,EA,10,neg,4,2
R_3p3Glk1o4y2BcRe,RE,1,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RA,1,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RE,2,NA,4,4
R_3p3Glk1o4y2BcRe,RA,2,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RE,3,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RE,4,NA,4,4
R_3p3Glk1o4y2BcRe,RE,5,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RA,3,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RA,4,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RE,6,NA,4,4
R_3p3Glk1o4y2BcRe,RE,7,neg,2,4
R_3p3Glk1o4y2BcRe,RA,5,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RA,6,NA,4,4
R_3p3Glk1o4y2BcRe,RA,7,NA,4,4
R_3p3Glk1o4y2BcRe,RE,8,NA,4,4
R_3p3Glk1o4y2BcRe,RA,8,NA,4,4
R_3p3Glk1o4y2BcRe,RA,9,NA,4,4
R_3p3Glk1o4y2BcRe,RE,9,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,RA,10,NA,Strongly Agree,5
R_3p3Glk1o4y2BcRe,RE,10,NA,Strongly Agree,5
R_3p3Glk1o4y2BcRe,EE,1,NA,3,3
R_3p3Glk1o4y2BcRe,EA,1,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,EA,2,NA,3,3
R_3p3Glk1o4y2BcRe,EA,3,NA,4,4
R_3p3Glk1o4y2BcRe,EE,2,NA,4,4
R_3p3Glk1o4y2BcRe,EE,3,NA,4,4
R_3p3Glk1o4y2BcRe,EA,4,NA,4,4
R_3p3Glk1o4y2BcRe,EA,5,NA,4,4
R_3p3Glk1o4y2BcRe,EA,6,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,EE,4,neg,2,4
R_3p3Glk1o4y2BcRe,EE,5,NA,4,4
R_3p3Glk1o4y2BcRe,EE,6,neg,3,3
R_3p3Glk1o4y2BcRe,EE,7,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,EE,8,neg,Strongly Disagree,5
R_3p3Glk1o4y2BcRe,EA,7,NA,2,2
R_3p3Glk1o4y2BcRe,EE,9,neg,2,4
R_3p3Glk1o4y2BcRe,EA,8,neg,3,3
R_3p3Glk1o4y2BcRe,EE,10,NA,2,2
R_3p3Glk1o4y2BcRe,EA,9,NA,4,4
R_3p3Glk1o4y2BcRe,EA,10,neg,2,4
R_BSs3rMfzpVPA9vH,RE,1,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RA,1,neg,2,4
R_BSs3rMfzpVPA9vH,RE,2,NA,4,4
R_BSs3rMfzpVPA9vH,RA,2,neg,2,4
R_BSs3rMfzpVPA9vH,RE,3,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RE,4,NA,4,4
R_BSs3rMfzpVPA9vH,RE,5,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RA,3,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RA,4,neg,2,4
R_BSs3rMfzpVPA9vH,RE,6,NA,4,4
R_BSs3rMfzpVPA9vH,RE,7,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RA,5,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,RA,6,NA,3,3
R_BSs3rMfzpVPA9vH,RA,7,NA,4,4
R_BSs3rMfzpVPA9vH,RE,8,NA,4,4
R_BSs3rMfzpVPA9vH,RA,8,NA,4,4
R_BSs3rMfzpVPA9vH,RA,9,NA,4,4
R_BSs3rMfzpVPA9vH,RE,9,neg,2,4
R_BSs3rMfzpVPA9vH,RA,10,NA,4,4
R_BSs3rMfzpVPA9vH,RE,10,NA,4,4
R_BSs3rMfzpVPA9vH,EE,1,NA,4,4
R_BSs3rMfzpVPA9vH,EA,1,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,EA,2,NA,Strongly Agree,5
R_BSs3rMfzpVPA9vH,EA,3,NA,4,4
R_BSs3rMfzpVPA9vH,EE,2,NA,Strongly Agree,5
R_BSs3rMfzpVPA9vH,EE,3,NA,4,4
R_BSs3rMfzpVPA9vH,EA,4,NA,Strongly Agree,5
R_BSs3rMfzpVPA9vH,EA,5,NA,4,4
R_BSs3rMfzpVPA9vH,EA,6,neg,Strongly Disagree,5
R_BSs3rMfzpVPA9vH,EE,4,neg,Strongly Disagree,5
